donor_id,acceptor_id,donor_smiles,acceptor_smiles,source_pair_id,new_scaffold_split,orientation,class_pair,donor_canon,acceptor_canon,new_scaffold_split_721
NENDSZPVJQQEMN-SECBINFHSA-N,QZXRDMMPBOYOKS-UHFFFAOYSA-N,C1[C@@](C1(F)F)(C=O)C2=CC=CC=C2,C1C(NCN1C(=O)C2=NN(C(=C2)C3=CC(=CC(=C3)Cl)F)C4=CC(=CC=C4)Cl)C=O,CBZ3-P-F052BCDBEC6DFE38,train,A_donor_B_acceptor,aliphatic__aliphatic,O=C[C@@]1(c2ccccc2)CC1(F)F,O=CC1CN(C(=O)c2cc(-c3cc(F)cc(Cl)c3)n(-c3cccc(Cl)c3)n2)CN1,train
QZXRDMMPBOYOKS-UHFFFAOYSA-N,NENDSZPVJQQEMN-SECBINFHSA-N,C1C(NCN1C(=O)C2=NN(C(=C2)C3=CC(=CC(=C3)Cl)F)C4=CC(=CC=C4)Cl)C=O,C1[C@@](C1(F)F)(C=O)C2=CC=CC=C2,CBZ3-P-F052BCDBEC6DFE38,train,B_donor_A_acceptor,aliphatic__aliphatic,O=CC1CN(C(=O)c2cc(-c3cc(F)cc(Cl)c3)n(-c3cccc(Cl)c3)n2)CN1,O=C[C@@]1(c2ccccc2)CC1(F)F,train
BCOCUZDEILMWGV-UHFFFAOYSA-N,IYILFBWOPVDQPP-UHFFFAOYSA-N,COC1=CC(=CC(=C1CCC=O)O)F,C1=CC(=C(C(=C1CC(C=O)N(F)F)F)F)O,CBZ3-P-CEDFBE9E7C9B227B,train,A_donor_B_acceptor,aliphatic__aliphatic,COc1cc(F)cc(O)c1CCC=O,O=CC(Cc1ccc(O)c(F)c1F)N(F)F,train
IYILFBWOPVDQPP-UHFFFAOYSA-N,BCOCUZDEILMWGV-UHFFFAOYSA-N,C1=CC(=C(C(=C1CC(C=O)N(F)F)F)F)O,COC1=CC(=CC(=C1CCC=O)O)F,CBZ3-P-CEDFBE9E7C9B227B,train,B_donor_A_acceptor,aliphatic__aliphatic,O=CC(Cc1ccc(O)c(F)c1F)N(F)F,COc1cc(F)cc(O)c1CCC=O,train
IURXBDNZIQQYRO-OYHNWAKOSA-N,YLKNUAOSGBFUTQ-XUEKEHRXSA-N,CC1=C(C=C(C=C1F)C(=O)NC2CC2)N3C=CN=C(C3=O)N[C@@H](C4=CC=CC=C4)[C@@H](C)C=O,CC1C=CC2=CC=CC=C2C1C(=O)NC(C)C(=O)N3CC(CC3C(=O)N[C@@H](CC(=O)O)C=O)(F)F,CBZ3-P-5A7CF9762CA1410F,train,A_donor_B_acceptor,aliphatic__aliphatic,Cc1c(F)cc(C(=O)NC2CC2)cc1-n1ccnc(N[C@@H](c2ccccc2)[C@@H](C)C=O)c1=O,CC(NC(=O)C1c2ccccc2C=CC1C)C(=O)N1CC(F)(F)CC1C(=O)N[C@H](C=O)CC(=O)O,mixed
YLKNUAOSGBFUTQ-XUEKEHRXSA-N,IURXBDNZIQQYRO-OYHNWAKOSA-N,CC1C=CC2=CC=CC=C2C1C(=O)NC(C)C(=O)N3CC(CC3C(=O)N[C@@H](CC(=O)O)C=O)(F)F,CC1=C(C=C(C=C1F)C(=O)NC2CC2)N3C=CN=C(C3=O)N[C@@H](C4=CC=CC=C4)[C@@H](C)C=O,CBZ3-P-5A7CF9762CA1410F,train,B_donor_A_acceptor,aliphatic__aliphatic,CC(NC(=O)C1c2ccccc2C=CC1C)C(=O)N1CC(F)(F)CC1C(=O)N[C@H](C=O)CC(=O)O,Cc1c(F)cc(C(=O)NC2CC2)cc1-n1ccnc(N[C@@H](c2ccccc2)[C@@H](C)C=O)c1=O,mixed
DPZXGASNLDDAIU-UHFFFAOYSA-N,JMMXWEHKKZFGMP-GQGMFIFISA-N,C1=CC=C(C(=C1)C(=O)NCC=O)O,CC1(CC=C[C@@]2([C@@H]1C=O)COC(=O)[C@]34[C@H]2CC[C@H]([C@H]3OC(=O)/C=C/C5=CN=CN=C5)C(=C)C4=O)C,CBZ3-P-04D1D6C2C7501A68,train,A_donor_B_acceptor,aliphatic__aliphatic,O=CCNC(=O)c1ccccc1O,C=C1C(=O)[C@@]23C(=O)OC[C@]4(C=CCC(C)(C)[C@H]4C=O)[C@@H]2CC[C@@H]1[C@H]3OC(=O)/C=C/c1cncnc1,mixed
JMMXWEHKKZFGMP-GQGMFIFISA-N,DPZXGASNLDDAIU-UHFFFAOYSA-N,CC1(CC=C[C@@]2([C@@H]1C=O)COC(=O)[C@]34[C@H]2CC[C@H]([C@H]3OC(=O)/C=C/C5=CN=CN=C5)C(=C)C4=O)C,C1=CC=C(C(=C1)C(=O)NCC=O)O,CBZ3-P-04D1D6C2C7501A68,train,B_donor_A_acceptor,aliphatic__aliphatic,C=C1C(=O)[C@@]23C(=O)OC[C@]4(C=CCC(C)(C)[C@H]4C=O)[C@@H]2CC[C@@H]1[C@H]3OC(=O)/C=C/c1cncnc1,O=CCNC(=O)c1ccccc1O,mixed
LIKQIABRRGRBIX-IAGOWNOFSA-N,YELSBCKFBCGDKB-UHFFFAOYSA-N,C[C@@](C=O)(C1=CC=CC=C1)[C@H](C[N+](=O)[O-])C2=CC=CC=C2,CC1=C(C=CC2=C1NC3=C2C=CC(=C3)F)CC=O,CBZ3-P-0EF66F90DCEA1F6B,train,A_donor_B_acceptor,aliphatic__aliphatic,C[C@@](C=O)(c1ccccc1)[C@H](C[N+](=O)[O-])c1ccccc1,Cc1c(CC=O)ccc2c1[nH]c1cc(F)ccc12,train
YELSBCKFBCGDKB-UHFFFAOYSA-N,LIKQIABRRGRBIX-IAGOWNOFSA-N,CC1=C(C=CC2=C1NC3=C2C=CC(=C3)F)CC=O,C[C@@](C=O)(C1=CC=CC=C1)[C@H](C[N+](=O)[O-])C2=CC=CC=C2,CBZ3-P-0EF66F90DCEA1F6B,train,B_donor_A_acceptor,aliphatic__aliphatic,Cc1c(CC=O)ccc2c1[nH]c1cc(F)ccc12,C[C@@](C=O)(c1ccccc1)[C@H](C[N+](=O)[O-])c1ccccc1,train
RIHZBJCOXPAKFA-UHFFFAOYSA-N,SLENRWQMLNBTKD-UHFFFAOYSA-N,C1=CC(=CC=C1CC(CCC(F)(F)F)(C=O)C#N)C(F)(F)F,CC1=C(C=C(C=C1)F)N2CCN(CC2)C(=O)CCC(C)(C=O)NC(=O)NC,CBZ3-P-3472F1D059FC06BA,train,A_donor_B_acceptor,aliphatic__aliphatic,N#CC(C=O)(CCC(F)(F)F)Cc1ccc(C(F)(F)F)cc1,CNC(=O)NC(C)(C=O)CCC(=O)N1CCN(c2cc(F)ccc2C)CC1,train
SLENRWQMLNBTKD-UHFFFAOYSA-N,RIHZBJCOXPAKFA-UHFFFAOYSA-N,CC1=C(C=C(C=C1)F)N2CCN(CC2)C(=O)CCC(C)(C=O)NC(=O)NC,C1=CC(=CC=C1CC(CCC(F)(F)F)(C=O)C#N)C(F)(F)F,CBZ3-P-3472F1D059FC06BA,train,B_donor_A_acceptor,aliphatic__aliphatic,CNC(=O)NC(C)(C=O)CCC(=O)N1CCN(c2cc(F)ccc2C)CC1,N#CC(C=O)(CCC(F)(F)F)Cc1ccc(C(F)(F)F)cc1,train
GGPPRUHQANTQMX-UHFFFAOYSA-N,UKXNKELKYQIISI-UHFFFAOYSA-N,CC(C)(C1=C(C=C2C=NN(C2=C1)C3CCC(CC3)C=O)NC(=O)C4=C(C=CC=N4)OC(F)(F)F)O,C1=CC=C(C=C1)C(=O)OCCCCCC=O,CBZ3-P-046008CA01B15331,train,A_donor_B_acceptor,aliphatic__aliphatic,CC(C)(O)c1cc2c(cnn2C2CCC(C=O)CC2)cc1NC(=O)c1ncccc1OC(F)(F)F,O=CCCCCCOC(=O)c1ccccc1,train
UKXNKELKYQIISI-UHFFFAOYSA-N,GGPPRUHQANTQMX-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)OCCCCCC=O,CC(C)(C1=C(C=C2C=NN(C2=C1)C3CCC(CC3)C=O)NC(=O)C4=C(C=CC=N4)OC(F)(F)F)O,CBZ3-P-046008CA01B15331,train,B_donor_A_acceptor,aliphatic__aliphatic,O=CCCCCCOC(=O)c1ccccc1,CC(C)(O)c1cc2c(cnn2C2CCC(C=O)CC2)cc1NC(=O)c1ncccc1OC(F)(F)F,train
HYFSUPXWXXXESM-QRIDDKLISA-N,PBAIAKMBGKMMKR-JUTLFCHVSA-N,C1CN(C[C@@H](C1C=O)O)C2=C(C=C(C=C2F)Cl)F,C[C@H]1C2=C(CO1)N=CN=C2N3CCN(CC3)C(C(C=O)C4=CC(=C(C=C4)Cl)F)NC(C)C,CBZ3-P-5262A829939BA060,train,A_donor_B_acceptor,aliphatic__aliphatic,O=CC1CCN(c2c(F)cc(Cl)cc2F)C[C@@H]1O,CC(C)NC(C(C=O)c1ccc(Cl)c(F)c1)N1CCN(c2ncnc3c2[C@H](C)OC3)CC1,train
PBAIAKMBGKMMKR-JUTLFCHVSA-N,HYFSUPXWXXXESM-QRIDDKLISA-N,C[C@H]1C2=C(CO1)N=CN=C2N3CCN(CC3)C(C(C=O)C4=CC(=C(C=C4)Cl)F)NC(C)C,C1CN(C[C@@H](C1C=O)O)C2=C(C=C(C=C2F)Cl)F,CBZ3-P-5262A829939BA060,train,B_donor_A_acceptor,aliphatic__aliphatic,CC(C)NC(C(C=O)c1ccc(Cl)c(F)c1)N1CCN(c2ncnc3c2[C@H](C)OC3)CC1,O=CC1CCN(c2c(F)cc(Cl)cc2F)C[C@@H]1O,train
IEPVPIANRSKNFM-AATRIKPKSA-N,KIEXVBAUUNQRPX-UHFFFAOYSA-N,C1CC1(/C=C/C2=CC=C(C=C2)C(F)(F)F)C=O,CC1=CC(=CC2=C1C(N(C2)CC3=CC=C(C=C3)OC(F)(F)F)C=O)C(=N)CC(C)N(C)C,CBZ3-P-149D9F854B38970C,train,A_donor_B_acceptor,aliphatic__aliphatic,O=CC1(/C=C/c2ccc(C(F)(F)F)cc2)CC1,Cc1cc(C(=N)CC(C)N(C)C)cc2c1C(C=O)N(Cc1ccc(OC(F)(F)F)cc1)C2,mixed
KIEXVBAUUNQRPX-UHFFFAOYSA-N,IEPVPIANRSKNFM-AATRIKPKSA-N,CC1=CC(=CC2=C1C(N(C2)CC3=CC=C(C=C3)OC(F)(F)F)C=O)C(=N)CC(C)N(C)C,C1CC1(/C=C/C2=CC=C(C=C2)C(F)(F)F)C=O,CBZ3-P-149D9F854B38970C,train,B_donor_A_acceptor,aliphatic__aliphatic,Cc1cc(C(=N)CC(C)N(C)C)cc2c1C(C=O)N(Cc1ccc(OC(F)(F)F)cc1)C2,O=CC1(/C=C/c2ccc(C(F)(F)F)cc2)CC1,mixed
HOORNXRCNIOJNN-UHFFFAOYSA-N,SAOXHIYKMJDRKW-UHFFFAOYSA-N,CC(CC=O)C1=C2C(=CC=C1)OC(O2)(F)F,CCN(CCC=O)C1=CC(=CC=C1)F,CBZ3-P-58C6FA4DB5F0C6EB,train,A_donor_B_acceptor,aliphatic__aliphatic,CC(CC=O)c1cccc2c1OC(F)(F)O2,CCN(CCC=O)c1cccc(F)c1,train
SAOXHIYKMJDRKW-UHFFFAOYSA-N,HOORNXRCNIOJNN-UHFFFAOYSA-N,CCN(CCC=O)C1=CC(=CC=C1)F,CC(CC=O)C1=C2C(=CC=C1)OC(O2)(F)F,CBZ3-P-58C6FA4DB5F0C6EB,train,B_donor_A_acceptor,aliphatic__aliphatic,CCN(CCC=O)c1cccc(F)c1,CC(CC=O)c1cccc2c1OC(F)(F)O2,train
LQMJXKADORALLN-MDMWKTPVSA-N,WZFBKNYGEGBSOE-HWKANZROSA-N,C1C[C@H]2CN(C([C@@H]2C1)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C=O)C(=O)COC4=CC(=C(C=C4)Cl)Cl,CC1=CC=C(C=C1)S(=O)(=O)N(CC/C=C/C(=O)C)CC=O,CBZ3-P-F9DDF58B30EEC2CB,train,A_donor_B_acceptor,aliphatic__aliphatic,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)C1[C@@H]2CCC[C@H]2CN1C(=O)COc1ccc(Cl)c(Cl)c1,CC(=O)/C=C/CCN(CC=O)S(=O)(=O)c1ccc(C)cc1,mixed
WZFBKNYGEGBSOE-HWKANZROSA-N,LQMJXKADORALLN-MDMWKTPVSA-N,CC1=CC=C(C=C1)S(=O)(=O)N(CC/C=C/C(=O)C)CC=O,C1C[C@H]2CN(C([C@@H]2C1)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C=O)C(=O)COC4=CC(=C(C=C4)Cl)Cl,CBZ3-P-F9DDF58B30EEC2CB,train,B_donor_A_acceptor,aliphatic__aliphatic,CC(=O)/C=C/CCN(CC=O)S(=O)(=O)c1ccc(C)cc1,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)C1[C@@H]2CCC[C@H]2CN1C(=O)COc1ccc(Cl)c(Cl)c1,mixed
INKGZAFGNLDPNO-UHFFFAOYSA-N,PQRVSNITGSHLGJ-UHFFFAOYSA-N,C1=CC(=CC=C1C(C=O)(C#N)C2=CC=NC=C2)F,CN(C)C(=O)C1=C(C=C(C=C1)N2CCC(CC2)(CCC=O)F)Cl,CBZ3-P-AC11B65CF77448B9,train,A_donor_B_acceptor,aliphatic__aliphatic,N#CC(C=O)(c1ccncc1)c1ccc(F)cc1,CN(C)C(=O)c1ccc(N2CCC(F)(CCC=O)CC2)cc1Cl,mixed
PQRVSNITGSHLGJ-UHFFFAOYSA-N,INKGZAFGNLDPNO-UHFFFAOYSA-N,CN(C)C(=O)C1=C(C=C(C=C1)N2CCC(CC2)(CCC=O)F)Cl,C1=CC(=CC=C1C(C=O)(C#N)C2=CC=NC=C2)F,CBZ3-P-AC11B65CF77448B9,train,B_donor_A_acceptor,aliphatic__aliphatic,CN(C)C(=O)c1ccc(N2CCC(F)(CCC=O)CC2)cc1Cl,N#CC(C=O)(c1ccncc1)c1ccc(F)cc1,mixed
DZSYIJJDJGBDEK-QWRGUYRKSA-N,TTWNJLXGSZXKNF-DNVCBOLYSA-N,CC(C)[C@@H]1CCC2(C[C@H]1C=O)OCCO2,COC1=CC=C(C=C1)N2C=CC[C@@H]([C@H]2C3=CC=C(C=C3)Br)C=O,CBZ3-P-7F5F2A6065F918DC,train,A_donor_B_acceptor,aliphatic__aliphatic,CC(C)[C@@H]1CCC2(C[C@H]1C=O)OCCO2,COc1ccc(N2C=CC[C@H](C=O)[C@H]2c2ccc(Br)cc2)cc1,validation
TTWNJLXGSZXKNF-DNVCBOLYSA-N,DZSYIJJDJGBDEK-QWRGUYRKSA-N,COC1=CC=C(C=C1)N2C=CC[C@@H]([C@H]2C3=CC=C(C=C3)Br)C=O,CC(C)[C@@H]1CCC2(C[C@H]1C=O)OCCO2,CBZ3-P-7F5F2A6065F918DC,train,B_donor_A_acceptor,aliphatic__aliphatic,COc1ccc(N2C=CC[C@H](C=O)[C@H]2c2ccc(Br)cc2)cc1,CC(C)[C@@H]1CCC2(C[C@H]1C=O)OCCO2,validation
PUSGQCLRZSUBHY-QOKQSESGSA-N,ZOFPEBNGCOCRAK-UHFFFAOYSA-N,C1CN([C@H](C2=CC=CC=C21)C3=CC=C(C=C3)F)C4C[C@H](OC[C@@H]4[N+](=O)[O-])C=O,C1=CC(=C(C(=C1)F)CF)CCC=O,CBZ3-P-0A697E57B8F778FA,train,A_donor_B_acceptor,aliphatic__aliphatic,O=C[C@@H]1CC(N2CCc3ccccc3[C@@H]2c2ccc(F)cc2)[C@@H]([N+](=O)[O-])CO1,O=CCCc1cccc(F)c1CF,train
ZOFPEBNGCOCRAK-UHFFFAOYSA-N,PUSGQCLRZSUBHY-QOKQSESGSA-N,C1=CC(=C(C(=C1)F)CF)CCC=O,C1CN([C@H](C2=CC=CC=C21)C3=CC=C(C=C3)F)C4C[C@H](OC[C@@H]4[N+](=O)[O-])C=O,CBZ3-P-0A697E57B8F778FA,train,B_donor_A_acceptor,aliphatic__aliphatic,O=CCCc1cccc(F)c1CF,O=C[C@@H]1CC(N2CCc3ccccc3[C@@H]2c2ccc(F)cc2)[C@@H]([N+](=O)[O-])CO1,train
MTRWCQSICIJPQX-ZDUSSCGKSA-N,SJAWXUPYRKMDGV-UHFFFAOYSA-N,C[C@@H](C=O)N(C1=CC2=CC=CC=C2C=C1)C(=O)OC(C)(C)C,C1CC(SC1)(CC2CCC(C2)(F)F)C=O,CBZ3-P-831CC76B78A4502A,train,A_donor_B_acceptor,aliphatic__aliphatic,C[C@@H](C=O)N(C(=O)OC(C)(C)C)c1ccc2ccccc2c1,O=CC1(CC2CCC(F)(F)C2)CCCS1,mixed
SJAWXUPYRKMDGV-UHFFFAOYSA-N,MTRWCQSICIJPQX-ZDUSSCGKSA-N,C1CC(SC1)(CC2CCC(C2)(F)F)C=O,C[C@@H](C=O)N(C1=CC2=CC=CC=C2C=C1)C(=O)OC(C)(C)C,CBZ3-P-831CC76B78A4502A,train,B_donor_A_acceptor,aliphatic__aliphatic,O=CC1(CC2CCC(F)(F)C2)CCCS1,C[C@@H](C=O)N(C(=O)OC(C)(C)C)c1ccc2ccccc2c1,mixed
JHBNLXMPQMMDDU-MFKMUULPSA-N,UAXBDRPUHNNSPP-UHFFFAOYSA-N,C[C@H](C=O)[C@@H](C1=CC=C(C=C1)Cl)NC(=O)OC(C)(C)C,C1CC(OC1C=O)C2=C(C(=CC=C2)Br)F,CBZ3-P-299A4AF3703FB75E,train,A_donor_B_acceptor,aliphatic__aliphatic,C[C@H](C=O)[C@H](NC(=O)OC(C)(C)C)c1ccc(Cl)cc1,O=CC1CCC(c2cccc(Br)c2F)O1,mixed
UAXBDRPUHNNSPP-UHFFFAOYSA-N,JHBNLXMPQMMDDU-MFKMUULPSA-N,C1CC(OC1C=O)C2=C(C(=CC=C2)Br)F,C[C@H](C=O)[C@@H](C1=CC=C(C=C1)Cl)NC(=O)OC(C)(C)C,CBZ3-P-299A4AF3703FB75E,train,B_donor_A_acceptor,aliphatic__aliphatic,O=CC1CCC(c2cccc(Br)c2F)O1,C[C@H](C=O)[C@H](NC(=O)OC(C)(C)C)c1ccc(Cl)cc1,mixed
WKCCIGQNRRYJKN-UHFFFAOYSA-N,YFPMKTSZVUDZDO-UHFFFAOYSA-N,CC(C)(C)OC(=O)NC(CC(F)F)C=O,CCCOCC=O,CBZ3-P-A5581CA7D1D89DEB,train,A_donor_B_acceptor,aliphatic__aliphatic,CC(C)(C)OC(=O)NC(C=O)CC(F)F,CCCOCC=O,mixed
YFPMKTSZVUDZDO-UHFFFAOYSA-N,WKCCIGQNRRYJKN-UHFFFAOYSA-N,CCCOCC=O,CC(C)(C)OC(=O)NC(CC(F)F)C=O,CBZ3-P-A5581CA7D1D89DEB,train,B_donor_A_acceptor,aliphatic__aliphatic,CCCOCC=O,CC(C)(C)OC(=O)NC(C=O)CC(F)F,mixed
LWKFFZQZHJRBBC-UHFFFAOYSA-N,SXIBNWVZJGZYLS-UHFFFAOYSA-N,COC1=C(C=C(C=N1)CC=O)F,CC1(OC(OO1)(C2=CC=CC=C2)C(F)(F)F)CCCCC=O,CBZ3-P-D7A75112BA679023,train,A_donor_B_acceptor,aliphatic__aliphatic,COc1ncc(CC=O)cc1F,CC1(CCCCC=O)OOC(c2ccccc2)(C(F)(F)F)O1,train
SXIBNWVZJGZYLS-UHFFFAOYSA-N,LWKFFZQZHJRBBC-UHFFFAOYSA-N,CC1(OC(OO1)(C2=CC=CC=C2)C(F)(F)F)CCCCC=O,COC1=C(C=C(C=N1)CC=O)F,CBZ3-P-D7A75112BA679023,train,B_donor_A_acceptor,aliphatic__aliphatic,CC1(CCCCC=O)OOC(c2ccccc2)(C(F)(F)F)O1,COc1ncc(CC=O)cc1F,train
QGHYUPCCGBNRMU-SDLBARTOSA-N,UWQIKNJNZYFYIV-SJLPKXTDSA-N,C/C=C/C[C@H](C)C=O,COC1=CC=C(C=C1)[C@@H]2[C@@H](CON2CC3=CC=CC=C3)C=O,CBZ3-P-535C7858860B0C49,train,A_donor_B_acceptor,aliphatic__aliphatic,C/C=C/C[C@H](C)C=O,COc1ccc([C@@H]2[C@H](C=O)CON2Cc2ccccc2)cc1,mixed
UWQIKNJNZYFYIV-SJLPKXTDSA-N,QGHYUPCCGBNRMU-SDLBARTOSA-N,COC1=CC=C(C=C1)[C@@H]2[C@@H](CON2CC3=CC=CC=C3)C=O,C/C=C/C[C@H](C)C=O,CBZ3-P-535C7858860B0C49,train,B_donor_A_acceptor,aliphatic__aliphatic,COc1ccc([C@@H]2[C@H](C=O)CON2Cc2ccccc2)cc1,C/C=C/C[C@H](C)C=O,mixed
NCJNVNMUNXTXRP-LLVKDONJSA-N,SUXMUCSZAJLBDC-UHFFFAOYSA-N,C[C@H](CC=O)COCC1=CC=CC=C1,C1CC2CCCC(C1)(C2)C=O,CBZ3-P-A5106204DF0F0164,train,A_donor_B_acceptor,aliphatic__aliphatic,C[C@H](CC=O)COCc1ccccc1,O=CC12CCCC(CCC1)C2,mixed
SUXMUCSZAJLBDC-UHFFFAOYSA-N,NCJNVNMUNXTXRP-LLVKDONJSA-N,C1CC2CCCC(C1)(C2)C=O,C[C@H](CC=O)COCC1=CC=CC=C1,CBZ3-P-A5106204DF0F0164,train,B_donor_A_acceptor,aliphatic__aliphatic,O=CC12CCCC(CCC1)C2,C[C@H](CC=O)COCc1ccccc1,mixed
FNOHSPDVJBLROL-UHFFFAOYSA-N,LWPZKXWMHWKVCB-UHFFFAOYSA-N,C1=CC=C(C=C1)C(CC=O)C2=C(C=CC(=C2)C(F)(F)F)C(C(=O)O)C(=O)O,C1CC1CC(C(=O)NC(CC2CCNC2=O)C=O)NC(=O)OCC3=CC(=CC=C3)F,CBZ3-P-4FD88D6AE51ED82C,train,A_donor_B_acceptor,aliphatic__aliphatic,O=CCC(c1ccccc1)c1cc(C(F)(F)F)ccc1C(C(=O)O)C(=O)O,O=CC(CC1CCNC1=O)NC(=O)C(CC1CC1)NC(=O)OCc1cccc(F)c1,mixed
LWPZKXWMHWKVCB-UHFFFAOYSA-N,FNOHSPDVJBLROL-UHFFFAOYSA-N,C1CC1CC(C(=O)NC(CC2CCNC2=O)C=O)NC(=O)OCC3=CC(=CC=C3)F,C1=CC=C(C=C1)C(CC=O)C2=C(C=CC(=C2)C(F)(F)F)C(C(=O)O)C(=O)O,CBZ3-P-4FD88D6AE51ED82C,train,B_donor_A_acceptor,aliphatic__aliphatic,O=CC(CC1CCNC1=O)NC(=O)C(CC1CC1)NC(=O)OCc1cccc(F)c1,O=CCC(c1ccccc1)c1cc(C(F)(F)F)ccc1C(C(=O)O)C(=O)O,mixed
RDQCQVLFQHKJEY-UHFFFAOYSA-N,UOJDTKJNCAPGCH-UHFFFAOYSA-N,CC1=C(C(=C2C=C(C=CC2=N1)N3CCC(CC3)(C)O)C4=CC=C(C=C4)S(=O)(=O)C)C(C)(C=O)F,CC(CC=O)C1=C(C(=CC(=C1)F)Br)F,CBZ3-P-39910B87CE53F41A,train,A_donor_B_acceptor,aliphatic__aliphatic,Cc1nc2ccc(N3CCC(C)(O)CC3)cc2c(-c2ccc(S(C)(=O)=O)cc2)c1C(C)(F)C=O,CC(CC=O)c1cc(F)cc(Br)c1F,mixed
UOJDTKJNCAPGCH-UHFFFAOYSA-N,RDQCQVLFQHKJEY-UHFFFAOYSA-N,CC(CC=O)C1=C(C(=CC(=C1)F)Br)F,CC1=C(C(=C2C=C(C=CC2=N1)N3CCC(CC3)(C)O)C4=CC=C(C=C4)S(=O)(=O)C)C(C)(C=O)F,CBZ3-P-39910B87CE53F41A,train,B_donor_A_acceptor,aliphatic__aliphatic,CC(CC=O)c1cc(F)cc(Br)c1F,Cc1nc2ccc(N3CCC(C)(O)CC3)cc2c(-c2ccc(S(C)(=O)=O)cc2)c1C(C)(F)C=O,mixed
MCFODAFHCXSNAV-UHFFFAOYSA-N,UPOSNOOAPXNPHV-GOSISDBHSA-N,C1=C(C(=CC(=C1F)F)C#N)C=CCC=O,CC[Si](CC)(CC)O[C@@](C)(COCC1=CC=C(C=C1)OC)C=O,CBZ3-P-DAE68A1217CE7D5E,train,A_donor_B_acceptor,aliphatic__aliphatic,N#Cc1cc(F)c(F)cc1C=CCC=O,CC[Si](CC)(CC)O[C@](C)(C=O)COCc1ccc(OC)cc1,train
UPOSNOOAPXNPHV-GOSISDBHSA-N,MCFODAFHCXSNAV-UHFFFAOYSA-N,CC[Si](CC)(CC)O[C@@](C)(COCC1=CC=C(C=C1)OC)C=O,C1=C(C(=CC(=C1F)F)C#N)C=CCC=O,CBZ3-P-DAE68A1217CE7D5E,train,B_donor_A_acceptor,aliphatic__aliphatic,CC[Si](CC)(CC)O[C@](C)(C=O)COCc1ccc(OC)cc1,N#Cc1cc(F)c(F)cc1C=CCC=O,train
PMKWPZOFZAPFQG-UHFFFAOYSA-N,QBGCRPAWEMNJPM-UHFFFAOYSA-N,CCN1C=C(C=N1)NC2=NC=C(C=N2)C3=CC(=C(C=C3)C(CNC4=NC=CC(=C4)C(F)(F)F)C=O)F,C1=CC(=C(C=C1F)C(CN2C=NC=N2)C=O)F,CBZ3-P-6BE9C44B5F3D606F,train,A_donor_B_acceptor,aliphatic__aliphatic,CCn1cc(Nc2ncc(-c3ccc(C(C=O)CNc4cc(C(F)(F)F)ccn4)c(F)c3)cn2)cn1,O=CC(Cn1cncn1)c1cc(F)ccc1F,mixed
QBGCRPAWEMNJPM-UHFFFAOYSA-N,PMKWPZOFZAPFQG-UHFFFAOYSA-N,C1=CC(=C(C=C1F)C(CN2C=NC=N2)C=O)F,CCN1C=C(C=N1)NC2=NC=C(C=N2)C3=CC(=C(C=C3)C(CNC4=NC=CC(=C4)C(F)(F)F)C=O)F,CBZ3-P-6BE9C44B5F3D606F,train,B_donor_A_acceptor,aliphatic__aliphatic,O=CC(Cn1cncn1)c1cc(F)ccc1F,CCn1cc(Nc2ncc(-c3ccc(C(C=O)CNc4cc(C(F)(F)F)ccn4)c(F)c3)cn2)cn1,mixed
AYKLMGGCVHDUCG-UHFFFAOYSA-N,PVYBKZHBCCMBPS-UHFFFAOYSA-N,C1=CC(=CC=C1C(C=O)C2=CC=NC=C2)OC(F)(F)F,CCC(=O)C(C)(C)C=O,CBZ3-P-854C062DDBD2A86F,train,A_donor_B_acceptor,aliphatic__aliphatic,O=CC(c1ccncc1)c1ccc(OC(F)(F)F)cc1,CCC(=O)C(C)(C)C=O,mixed
PVYBKZHBCCMBPS-UHFFFAOYSA-N,AYKLMGGCVHDUCG-UHFFFAOYSA-N,CCC(=O)C(C)(C)C=O,C1=CC(=CC=C1C(C=O)C2=CC=NC=C2)OC(F)(F)F,CBZ3-P-854C062DDBD2A86F,train,B_donor_A_acceptor,aliphatic__aliphatic,CCC(=O)C(C)(C)C=O,O=CC(c1ccncc1)c1ccc(OC(F)(F)F)cc1,mixed
AALITPWURCTKLW-UHFFFAOYSA-N,QPCCNALQTWNYHE-UHFFFAOYSA-N,CN1CC(C2=C1C=CC(=C2)C(F)(F)F)C=O,C1C2=C(C=CC=C2OC1(C=O)Cl)C(F)(F)F,CBZ3-P-FE71028BED522ABE,train,A_donor_B_acceptor,aliphatic__aliphatic,CN1CC(C=O)c2cc(C(F)(F)F)ccc21,O=CC1(Cl)Cc2c(cccc2C(F)(F)F)O1,train
QPCCNALQTWNYHE-UHFFFAOYSA-N,AALITPWURCTKLW-UHFFFAOYSA-N,C1C2=C(C=CC=C2OC1(C=O)Cl)C(F)(F)F,CN1CC(C2=C1C=CC(=C2)C(F)(F)F)C=O,CBZ3-P-FE71028BED522ABE,train,B_donor_A_acceptor,aliphatic__aliphatic,O=CC1(Cl)Cc2c(cccc2C(F)(F)F)O1,CN1CC(C=O)c2cc(C(F)(F)F)ccc21,train
