ald_idx,name,smiles_raw,InChIKey,cho_class,xtb_risk,smiles_canonical,scaffold,scaffold_split_legacy,computable
117,"3-(1,3-benzodioxol-5-yl)-2-methylpropanal",CC(CC1=CC2=C(C=C1)OCO2)C=O,BOPPSUHPZARXTH-UHFFFAOYSA-N,aliphatic,,CC(C=O)Cc1ccc2c(c1)OCO2,c1ccc2c(c1)OCO2,train,
118,2-hydroxy-4-methoxybenzaldehyde,COC1=CC(=C(C=C1)C=O)O,WZUODJNEIXSNEU-UHFFFAOYSA-N,aromatic_carbo,,COc1ccc(C=O)c(O)c1,c1ccccc1,train,
119,"(2R,3R,4S,5R)-2,3,4,6-tetrahydroxy-5-sulfanylhexanal",C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)S)O,IJJLRUSZMLMXCN-SLPGGIOYSA-N,aliphatic,,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](S)CO,__no_ring__C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)S)O,test,
120,"2,2,2-trifluoroacetaldehyde",C(=O)C(F)(F)F,JVTSHOJDBRTPHD-UHFFFAOYSA-N,aliphatic,,O=CC(F)(F)F,__no_ring__C(=O)C(F)(F)F,validation,
121,benzyl N-[(2S)-3-methyl-1-oxo-1-[[(2S)-1-oxo-3-phenylpropan-2-yl]amino]butan-2-yl]carbamate,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C=O)NC(=O)OCC2=CC=CC=C2,NGBKFLTYGSREKK-PMACEKPBSA-N,aliphatic,,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)Cc1ccccc1,O=C(CNC(=O)OCc1ccccc1)NCCc1ccccc1,train,
122,dec-9-enal,C=CCCCCCCCC=O,AKMSQWLDTSOVME-UHFFFAOYSA-N,aliphatic,,C=CCCCCCCCC=O,__no_ring__C=CCCCCCCCC=O,test,
123,"(2S)-2-[(2R,3R,4S)-3,4-dihydroxyoxolan-2-yl]-2-hydroxyacetaldehyde",C1[C@@H]([C@H]([C@@H](O1)[C@@H](C=O)O)O)O,WZYRMLAWNVOIEX-MOJAZDJTSA-N,aliphatic,,O=C[C@@H](O)[C@@H]1OC[C@H](O)[C@H]1O,C1CCOC1,train,
124,"2-(3,7-dimethyloct-6-enoxy)acetaldehyde",CC(CCC=C(C)C)CCOCC=O,LMETVDMCIJNNKH-UHFFFAOYSA-N,aliphatic,,CC(C)=CCCC(C)CCOCC=O,__no_ring__CC(CCC=C(C)C)CCOCC=O,validation,
125,4-ethoxy-3-methoxybenzaldehyde,CCOC1=C(C=C(C=C1)C=O)OC,BERFDQAMXIBOHM-UHFFFAOYSA-N,aromatic_carbo,,CCOc1ccc(C=O)cc1OC,c1ccccc1,train,
126,2-methyl-3-(4-methylphenyl)propanal,CC1=CC=C(C=C1)CC(C)C=O,SGVBCLGVIOFAFT-UHFFFAOYSA-N,aliphatic,,Cc1ccc(CC(C)C=O)cc1,c1ccccc1,train,
127,(2-ethoxy-4-formylphenyl) 2-methylpropanoate,CCOC1=C(C=CC(=C1)C=O)OC(=O)C(C)C,BTCQMCOBMIXUCG-UHFFFAOYSA-N,aromatic_carbo,,CCOc1cc(C=O)ccc1OC(=O)C(C)C,c1ccccc1,train,
128,pent-4-enal,C=CCCC=O,QUMSUJWRUHPEEJ-UHFFFAOYSA-N,aliphatic,,C=CCCC=O,__no_ring__C=CCCC=O,test,
129,2-(4-methylphenyl)propanal,CC1=CC=C(C=C1)C(C)C=O,JTZWVKUZBNHSSW-UHFFFAOYSA-N,aliphatic,,Cc1ccc(C(C)C=O)cc1,c1ccccc1,train,
130,2-hydroxy-4-methylbenzaldehyde,CC1=CC(=C(C=C1)C=O)O,JODRRPJMQDFCBJ-UHFFFAOYSA-N,aromatic_carbo,,Cc1ccc(C=O)c(O)c1,c1ccccc1,train,
131,"2,6,6-trimethylcyclohex-2-ene-1-carbaldehyde",CC1=CCCC(C1C=O)(C)C,ZVZRJSHOOULAGB-UHFFFAOYSA-N,aliphatic,,CC1=CCCC(C)(C)C1C=O,C1=CCCCC1,train,
132,2-(4-methylcyclohex-3-en-1-yl)propanal,CC1=CCC(CC1)C(C)C=O,UMEJBWOWZDRULR-UHFFFAOYSA-N,aliphatic,,CC1=CCC(C(C)C=O)CC1,C1=CCCCC1,train,
133,1-ethylpyrrole-2-carbaldehyde,CCN1C=CC=C1C=O,DVLGEHCERRWDIX-UHFFFAOYSA-N,aromatic_hetero,,CCn1cccc1C=O,c1cc[nH]c1,train,
134,(Z)-non-6-enal,CC/C=C\CCCCC=O,RTNPCOBSXBGDMO-ARJAWSKDSA-N,aliphatic,,CC/C=C\CCCCC=O,__no_ring__CC/C=C\CCCCC=O,test,
135,(Z)-hept-4-enal,CC/C=C\CCC=O,VVGOCOMZRGWHPI-ARJAWSKDSA-N,aliphatic,,CC/C=C\CCC=O,__no_ring__CC/C=C\CCC=O,train,
136,pyridine-4-carbaldehyde,C1=CN=CC=C1C=O,BGUWFUQJCDRPTL-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1ccncc1,c1ccncc1,train,
137,"2,4,6-trihydroxybenzaldehyde",C1=C(C=C(C(=C1O)C=O)O)O,BTQAJGSMXCDDAJ-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1c(O)cc(O)cc1O,c1ccccc1,train,
138,"2,5-dimethoxybenzaldehyde",COC1=CC(=C(C=C1)OC)C=O,AFUKNJHPZAVHGQ-UHFFFAOYSA-N,aromatic_carbo,,COc1ccc(OC)c(C=O)c1,c1ccccc1,train,
139,4-[bis(2-chloroethyl)amino]benzaldehyde,C1=CC(=CC=C1C=O)N(CCCl)CCCl,PXUFHXLGUJLBMI-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(N(CCCl)CCCl)cc1,c1ccccc1,train,
140,"2,2,2-tribromoacetaldehyde",C(=O)C(Br)(Br)Br,YTGSYRVSBPFKMQ-UHFFFAOYSA-N,aliphatic,,O=CC(Br)(Br)Br,__no_ring__C(=O)C(Br)(Br)Br,validation,
141,2-hydroxynaphthalene-1-carbaldehyde,C1=CC=C2C(=C1)C=CC(=C2C=O)O,NTCCNERMXRIPTR-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1c(O)ccc2ccccc12,c1ccc2ccccc2c1,train,
142,3-(4-tert-butylphenyl)propanal,CC(C)(C)C1=CC=C(C=C1)CCC=O,FZJUFJKVIYFBSY-UHFFFAOYSA-N,aliphatic,,CC(C)(C)c1ccc(CCC=O)cc1,c1ccccc1,train,
143,2-hydroxy-5-methoxybenzaldehyde,COC1=CC(=C(C=C1)O)C=O,FZHSPPYCNDYIKD-UHFFFAOYSA-N,aromatic_carbo,,COc1ccc(O)c(C=O)c1,c1ccccc1,train,
144,"2,3,4,5-tetrahydroxypentanal",C(C(C(C(C=O)O)O)O)O,PYMYPHUHKUWMLA-UHFFFAOYSA-N,aliphatic,,O=CC(O)C(O)C(O)CO,__no_ring__C(C(C(C(C=O)O)O)O)O,test,
145,4-aminobenzaldehyde,C1=CC(=CC=C1C=O)N,VATYWCRQDJIRAI-UHFFFAOYSA-N,aromatic_carbo,,Nc1ccc(C=O)cc1,c1ccccc1,train,
146,"2,6-dichlorobenzaldehyde",C1=CC(=C(C(=C1)Cl)C=O)Cl,DMIYKWPEFRFTPY-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1c(Cl)cccc1Cl,c1ccccc1,train,
147,3-bromobenzaldehyde,C1=CC(=CC(=C1)Br)C=O,SUISZCALMBHJQX-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cccc(Br)c1,c1ccccc1,train,
148,5-nitrofuran-2-carbaldehyde,C1=C(OC(=C1)[N+](=O)[O-])C=O,SXINBFXPADXIEY-UHFFFAOYSA-N,aromatic_hetero,nitro,O=Cc1ccc([N+](=O)[O-])o1,c1ccoc1,train,
149,"2,4-dihydroxybenzaldehyde",C1=CC(=C(C=C1O)O)C=O,IUNJCFABHJZSKB-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(O)cc1O,c1ccccc1,train,
150,"5-chloro-3-[(2E,6E)-7-[(2S)-5,5-dimethyl-4-oxooxolan-2-yl]-3-methylocta-2,6-dienyl]-2,4-dihydroxy-6-methylbenzaldehyde",CC1=C(C(=C(C(=C1Cl)O)C/C=C(\C)/CC/C=C(\C)/[C@@H]2CC(=O)C(O2)(C)C)O)C=O,VGYPZLGWVQQOST-JUERRSSISA-N,aromatic_carbo,,C/C(=C\Cc1c(O)c(Cl)c(C)c(C=O)c1O)CC/C=C(\C)[C@@H]1CC(=O)C(C)(C)O1,O=C1CO[C@H](/C=C/CC/C=C/Cc2ccccc2)C1,test,
151,"(3S,5S,8R,9S,10S,13R,14S,17R)-3,5,14-trihydroxy-13-methyl-17-(6-oxopyran-3-yl)-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-10-carbaldehyde",C[C@]12CC[C@H]3[C@H]([C@]1(CC[C@@H]2C4=COC(=O)C=C4)O)CC[C@]5([C@@]3(CC[C@@H](C5)O)C=O)O,TVKPTWJPKVSGJB-XHCIOXAKSA-N,aliphatic,,C[C@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@@H](O)CC[C@]34C=O)[C@@]1(O)CC[C@@H]2c1ccc(=O)oc1,O=c1ccc([C@H]2CCC3C2CC[C@@H]2C4CCCCC4CC[C@@H]32)co1,train,
152,3-chlorobenzaldehyde,C1=CC(=CC(=C1)Cl)C=O,SRWILAKSARHZPR-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cccc(Cl)c1,c1ccccc1,train,
153,anthracene-9-carbaldehyde,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2C=O,YMNKUHIVVMFOFO-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1c2ccccc2cc2ccccc12,c1ccc2cc3ccccc3cc2c1,train,
154,"(3S)-3,7-dimethyloct-6-enal",C[C@@H](CCC=C(C)C)CC=O,NEHNMFOYXAPHSD-JTQLQIEISA-N,aliphatic,,CC(C)=CCC[C@H](C)CC=O,__no_ring__C[C@@H](CCC=C(C)C)CC=O,test,
155,1-methoxyindole-3-carbaldehyde,CON1C=C(C2=CC=CC=C21)C=O,NFGIENSPALNOON-UHFFFAOYSA-N,aromatic_hetero,,COn1cc(C=O)c2ccccc21,c1ccc2[nH]ccc2c1,train,
156,thiophene-3-carbaldehyde,C1=CSC=C1C=O,RBIGKSZIQCTIJF-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1ccsc1,c1ccsc1,train,
157,"2-(2,2,3-trimethylcyclopent-3-en-1-yl)acetaldehyde",CC1=CCC(C1(C)C)CC=O,OGCGGWYLHSJRFY-UHFFFAOYSA-N,aliphatic,,CC1=CCC(CC=O)C1(C)C,C1=CCCC1,train,
158,"3-hydroxy-1-methoxy-9,10-dioxoanthracene-2-carbaldehyde",COC1=C2C(=CC(=C1C=O)O)C(=O)C3=CC=CC=C3C2=O,IPDMWUNUULAXLU-UHFFFAOYSA-N,aromatic_carbo,,COc1c(C=O)c(O)cc2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,train,
159,"13,17-dihydroxy-5-methoxy-7,12-dimethyl-9,15-dioxo-2,10,16-trioxatetracyclo[9.7.0.03,8.014,18]octadeca-1(11),3(8),4,6,12,14(18)-hexaene-4-carbaldehyde",CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C4=C(C(=C3C)O)C(=O)OC4O)C=O)OC,SKCUFZLDTAYNBZ-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(C)c2c(c1C=O)Oc1c(c(C)c(O)c3c1C(O)OC3=O)OC2=O,O=C1Oc2ccc3c(c2Oc2ccccc21)COC3=O,train,
160,1H-indole-4-carbaldehyde,C1=CC(=C2C=CNC2=C1)C=O,JFDDFGLNZWNJTK-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cccc2[nH]ccc12,c1ccc2[nH]ccc2c1,train,
161,"4-[[(E)-3-carboxyprop-2-enoyl]oxymethyl]-10-formyl-3,9-dihydroxy-1,7-dimethyl-6-oxobenzo[b][1,4]benzodioxepine-2-carboxylic acid",CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=C(C(=C3COC(=O)/C=C/C(=O)O)O)C(=O)O)C)C=O)O,VEGGRTFDFMUBPD-ONEGZZNKSA-N,aromatic_carbo,,Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(COC(=O)/C=C/C(=O)O)c(O)c(C(=O)O)c(C)c1O2,O=C1Oc2ccccc2Oc2ccccc21,train,
162,"2,3,4,5,6-pentahydroxyhexanal",C(C(C(C(C(C=O)O)O)O)O)O,GZCGUPFRVQAUEE-UHFFFAOYSA-N,aliphatic,,O=CC(O)C(O)C(O)C(O)CO,__no_ring__C(C(C(C(C(C=O)O)O)O)O)O,train,
163,methyl 4-formylbenzoate,COC(=O)C1=CC=C(C=C1)C=O,FEIOASZZURHTHB-UHFFFAOYSA-N,aromatic_carbo,,COC(=O)c1ccc(C=O)cc1,c1ccccc1,train,
164,3-phenylbutanal,CC(CC=O)C1=CC=CC=C1,MYHGOWDLVRDUFA-UHFFFAOYSA-N,aliphatic,,CC(CC=O)c1ccccc1,c1ccccc1,train,
165,(2S)-2-amino-3-(1H-imidazol-5-yl)propanal,C1=C(NC=N1)C[C@@H](C=O)N,VYOIELONWKIZJS-YFKPBYRVSA-N,aliphatic,,N[C@H](C=O)Cc1cnc[nH]1,c1c[nH]cn1,train,
166,"[(2R,3R)-2,3-dihydroxy-4-oxobutyl] dihydrogen phosphate",C([C@H]([C@H](C=O)O)O)OP(=O)(O)O,NGHMDNPXVRFFGS-IUYQGCFVSA-N,aliphatic,phosphorus,O=C[C@H](O)[C@H](O)COP(=O)(O)O,__no_ring__C([C@H]([C@H](C=O)O)O)OP(=O)(O)O,train,
167,"[(2R,3R,4S)-2,3,4-trihydroxy-5-oxopentyl] dihydrogen phosphate",C([C@H]([C@H]([C@@H](C=O)O)O)O)OP(=O)(O)O,PPQRONHOSHZGFQ-WDCZJNDASA-N,aliphatic,phosphorus,O=C[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,__no_ring__C([C@H]([C@H]([C@@H](C=O)O)O)O)OP(=O)(O)O,train,
168,"(2R,3R,4S,5S)-2,3,4,5-tetrahydroxyhexanal",C[C@@H]([C@@H]([C@H]([C@H](C=O)O)O)O)O,PNNNRSAQSRJVSB-BXKVDMCESA-N,aliphatic,,C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C=O,__no_ring__C[C@@H]([C@@H]([C@H]([C@H](C=O)O)O)O)O,validation,
169,"(2R,3S,4S,5R)-2,3,4,5,6-pentahydroxyhexanal",C([C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O)O,GZCGUPFRVQAUEE-KCDKBNATSA-N,aliphatic,,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,__no_ring__C([C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O)O,test,
170,"2-(3,4-dihydroxyphenyl)acetaldehyde",C1=CC(=C(C=C1CC=O)O)O,IADQVXRMSNIUEL-UHFFFAOYSA-N,aliphatic,,O=CCc1ccc(O)c(O)c1,c1ccccc1,train,
171,7-hydroxy-4-methyl-2-oxochromene-8-carbaldehyde,CC1=CC(=O)OC2=C1C=CC(=C2C=O)O,RTHHSXOVIJWFQP-UHFFFAOYSA-N,aromatic_carbo,,Cc1cc(=O)oc2c(C=O)c(O)ccc12,O=c1ccc2ccccc2o1,train,
172,benzyl N-[(2S)-4-methyl-1-oxo-1-[[(2S)-1-oxohexan-2-yl]amino]pentan-2-yl]carbamate,CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,PGGUOGKHUUUWAF-ROUUACIJSA-N,aliphatic,,CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,c1ccccc1,train,
173,(3S)-3-[[(2S)-2-[[(2S)-2-[[(2S)-2-acetamido-3-(4-hydroxyphenyl)propanoyl]amino]-3-methylbutanoyl]amino]propanoyl]amino]-4-oxobutanoic acid,C[C@@H](C(=O)N[C@@H](CC(=O)O)C=O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)C,LPIARALSGDVZEP-SJVNDZIOSA-N,aliphatic,,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H](C=O)CC(=O)O)C(C)C,c1ccccc1,train,
174,"(2R,3S,4R,5R)-3,4,5,6-tetrahydroxy-2-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexanal",C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O,PZDOWFGHCNHPQD-OQPGPFOOSA-N,aliphatic,,O=C[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H](O)[C@H](O)[C@H](O)CO,C1CCOCC1,train,
175,2-methyloctanal,CCCCCCC(C)C=O,ZKPFRIDJMMOODR-UHFFFAOYSA-N,aliphatic,,CCCCCCC(C)C=O,__no_ring__CCCCCCC(C)C=O,validation,
176,2-(4-methylphenyl)acetaldehyde,CC1=CC=C(C=C1)CC=O,CIXAYNMKFFQEFU-UHFFFAOYSA-N,aliphatic,,Cc1ccc(CC=O)cc1,c1ccccc1,train,
177,3-phenylpent-4-enal,C=CC(CC=O)C1=CC=CC=C1,XQTAGXUFCZLHIQ-UHFFFAOYSA-N,aliphatic,,C=CC(CC=O)c1ccccc1,c1ccccc1,train,
178,2-(4-propan-2-ylphenyl)acetaldehyde,CC(C)C1=CC=C(C=C1)CC=O,FSKGFRBHGXIDSA-UHFFFAOYSA-N,aliphatic,,CC(C)c1ccc(CC=O)cc1,c1ccccc1,train,
179,3-(4-propan-2-ylphenyl)propanal,CC(C)C1=CC=C(C=C1)CCC=O,RLEFOSDUWZYGOS-UHFFFAOYSA-N,aliphatic,,CC(C)c1ccc(CCC=O)cc1,c1ccccc1,train,
180,2-methylhexanal,CCCCC(C)C=O,BHVGMUDWABJNRC-UHFFFAOYSA-N,aliphatic,,CCCCC(C)C=O,__no_ring__CCCCC(C)C=O,train,
181,2-methyl-3-sulfanylpentanal,CCC(C(C)C=O)S,FSAGSGCELJTQFN-UHFFFAOYSA-N,aliphatic,,CCC(S)C(C)C=O,__no_ring__CCC(C(C)C=O)S,validation,
182,2-phenylpent-4-enal,C=CCC(C=O)C1=CC=CC=C1,PBWQZEMADHTUIF-UHFFFAOYSA-N,aliphatic,,C=CCC(C=O)c1ccccc1,c1ccccc1,train,
183,3-(5-methylfuran-2-yl)butanal,CC1=CC=C(O1)C(C)CC=O,DFSVNSCDOZSUCT-UHFFFAOYSA-N,aliphatic,,Cc1ccc(C(C)CC=O)o1,c1ccoc1,train,
184,(E)-hex-4-enal,C/C=C/CCC=O,DPCMFIRORYQTCL-NSCUHMNNSA-N,aliphatic,,C/C=C/CCC=O,__no_ring__C/C=C/CCC=O,validation,
185,3-methyl-2-phenylbutanal,CC(C)C(C=O)C1=CC=CC=C1,UKEXEDXJYSMZGZ-UHFFFAOYSA-N,aliphatic,,CC(C)C(C=O)c1ccccc1,c1ccccc1,train,
186,3-methylsulfanylheptanal,CCCCC(CC=O)SC,RQOSXGWCILNIKB-UHFFFAOYSA-N,aliphatic,,CCCCC(CC=O)SC,__no_ring__CCCCC(CC=O)SC,train,
187,8-methylnonanal,CC(C)CCCCCCC=O,WDMOXLRWVGEXJV-UHFFFAOYSA-N,aliphatic,,CC(C)CCCCCCC=O,__no_ring__CC(C)CCCCCCC=O,validation,
188,4-formylbenzonitrile,C1=CC(=CC=C1C=O)C#N,WZWIQYMTQZCSKI-UHFFFAOYSA-N,aromatic_carbo,,N#Cc1ccc(C=O)cc1,c1ccccc1,train,
189,naphthalene-2-carbaldehyde,C1=CC=C2C=C(C=CC2=C1)C=O,PJKVFARRVXDXAD-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc2ccccc2c1,c1ccc2ccccc2c1,train,
190,2-formylbenzoic acid,C1=CC=C(C(=C1)C=O)C(=O)O,DYNFCHNNOHNJFG-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccccc1C(=O)O,c1ccccc1,train,
191,2-sulfanylacetaldehyde,C(C=O)S,FLJWVVUJGVNXMZ-UHFFFAOYSA-N,aliphatic,,O=CCS,__no_ring__C(C=O)S,validation,
192,"3,4-dihydroxy-5-nitrobenzaldehyde",C1=C(C=C(C(=C1[N+](=O)[O-])O)O)C=O,BBFJODMCHICIAA-UHFFFAOYSA-N,aromatic_carbo,nitro,O=Cc1cc(O)c(O)c([N+](=O)[O-])c1,c1ccccc1,train,
193,2-methoxyacetaldehyde,COCC=O,YSEFYOVWKJXNCH-UHFFFAOYSA-N,aliphatic,,COCC=O,__no_ring__COCC=O,test,
194,4-propylbenzaldehyde,CCCC1=CC=C(C=C1)C=O,MAUCRURSQMOFGV-UHFFFAOYSA-N,aromatic_carbo,,CCCc1ccc(C=O)cc1,c1ccccc1,train,
195,2-methyldecanal,CCCCCCCCC(C)C=O,LBICMZLDYMBIGA-UHFFFAOYSA-N,aliphatic,,CCCCCCCCC(C)C=O,__no_ring__CCCCCCCCC(C)C=O,test,
196,(E)-hex-3-enal,CC/C=C/CC=O,GXANMBISFKBPEX-ONEGZZNKSA-N,aliphatic,,CC/C=C/CC=O,__no_ring__CC/C=C/CC=O,test,
197,5-chloro-2-hydroxybenzaldehyde,C1=CC(=C(C=C1Cl)C=O)O,FUGKCSRLAQKUHG-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cc(Cl)ccc1O,c1ccccc1,train,
198,2-hydroxy-5-nitrobenzaldehyde,C1=CC(=C(C=C1[N+](=O)[O-])C=O)O,IHFRMUGEILMHNU-UHFFFAOYSA-N,aromatic_carbo,nitro,O=Cc1cc([N+](=O)[O-])ccc1O,c1ccccc1,train,
199,4-(diethylamino)-2-hydroxybenzaldehyde,CCN(CC)C1=CC(=C(C=C1)C=O)O,XFVZSRRZZNLWBW-UHFFFAOYSA-N,aromatic_carbo,,CCN(CC)c1ccc(C=O)c(O)c1,c1ccccc1,train,
200,"10-formyl-9-hydroxy-3-methoxy-4,7-dimethyl-6-oxobenzo[b][1,4]benzodioxepine-1-carboxylic acid",CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=CC(=C3C)OC)C(=O)O)C=O)O,FUCWJKJZOHOLEO-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(C(=O)O)c2c(c1C)OC(=O)c1c(C)cc(O)c(C=O)c1O2,O=C1Oc2ccccc2Oc2ccccc21,train,
201,"(2R,3S,4S)-2,3,4,5-tetrahydroxypentanal",C([C@@H]([C@@H]([C@H](C=O)O)O)O)O,PYMYPHUHKUWMLA-VAYJURFESA-N,aliphatic,,O=C[C@H](O)[C@@H](O)[C@@H](O)CO,__no_ring__C([C@@H]([C@@H]([C@H](C=O)O)O)O)O,train,
202,"(3Z,6Z)-nona-3,6-dienal",CC/C=C\C/C=C\CC=O,FIDBXHOCOXRPRO-CWWKMNTPSA-N,aliphatic,,CC/C=C\C/C=C\CC=O,__no_ring__CC/C=C\C/C=C\CC=O,train,
203,"2,2-dimethylpropanal",CC(C)(C)C=O,FJJYHTVHBVXEEQ-UHFFFAOYSA-N,aliphatic,,CC(C)(C)C=O,__no_ring__CC(C)(C)C=O,train,
204,"(2S,3S,4S,5R)-2,3,4,5-tetrahydroxy-6-oxohexanoic acid",C(=O)[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O)O)O)O,IAJILQKETJEXLJ-QTBDOELSSA-N,aliphatic,,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)O,__no_ring__C(=O)[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O)O)O)O,validation,
205,2-aminobenzaldehyde,C1=CC=C(C(=C1)C=O)N,FXWFZIRWWNPPOV-UHFFFAOYSA-N,aromatic_carbo,,Nc1ccccc1C=O,c1ccccc1,train,
206,3-methylsulfanylhexanal,CCCC(CC=O)SC,VIVJHDGDCOQORO-UHFFFAOYSA-N,aliphatic,,CCCC(CC=O)SC,__no_ring__CCCC(CC=O)SC,test,
207,2-methylsulfanylacetaldehyde,CSCC=O,NCNSBFDGXBKAKB-UHFFFAOYSA-N,aliphatic,,CSCC=O,__no_ring__CSCC=O,test,
208,3-bromo-4-hydroxy-5-methoxybenzaldehyde,COC1=C(C(=CC(=C1)C=O)Br)O,KLSHZDPXXKAHIJ-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(C=O)cc(Br)c1O,c1ccccc1,train,
209,"3,4-dimethylbenzaldehyde",CC1=C(C=C(C=C1)C=O)C,POQJHLBMLVTHAU-UHFFFAOYSA-N,aromatic_carbo,,Cc1ccc(C=O)cc1C,c1ccccc1,train,
210,"(2R,3S,4S,5R)-2,3,4,5-tetrahydroxyhexanal",C[C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O,PNNNRSAQSRJVSB-DPYQTVNSSA-N,aliphatic,,C[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C=O,__no_ring__C[C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O,validation,
211,"2,6-dihydroxy-4-methylbenzaldehyde",CC1=CC(=C(C(=C1)O)C=O)O,JASONGFGOLHLGB-UHFFFAOYSA-N,aromatic_carbo,,Cc1cc(O)c(C=O)c(O)c1,c1ccccc1,train,
212,4-tert-butylbenzaldehyde,CC(C)(C)C1=CC=C(C=C1)C=O,OTXINXDGSUFPNU-UHFFFAOYSA-N,aromatic_carbo,,CC(C)(C)c1ccc(C=O)cc1,c1ccccc1,train,
213,2-ethoxybenzaldehyde,CCOC1=CC=CC=C1C=O,DUVJMSPTZMCSTQ-UHFFFAOYSA-N,aromatic_carbo,,CCOc1ccccc1C=O,c1ccccc1,train,
214,2-(2-formylphenoxy)acetic acid,C1=CC=C(C(=C1)C=O)OCC(=O)O,ANWMNLAAFDCKMT-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccccc1OCC(=O)O,c1ccccc1,train,
215,3-(trifluoromethyl)benzaldehyde,C1=CC(=CC(=C1)C(F)(F)F)C=O,NMTUHPSKJJYGML-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cccc(C(F)(F)F)c1,c1ccccc1,train,
216,4-phenylbenzaldehyde,C1=CC=C(C=C1)C2=CC=C(C=C2)C=O,ISDBWOPVZKNQDW-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(-c2ccccc2)cc1,c1ccc(-c2ccccc2)cc1,train,
217,"2,4-dichlorobenzaldehyde",C1=CC(=C(C=C1Cl)Cl)C=O,YSFBEAASFUWWHU-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(Cl)cc1Cl,c1ccccc1,train,
218,"3,4-dichlorobenzaldehyde",C1=CC(=C(C=C1C=O)Cl)Cl,ZWUSBSHBFFPRNE-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(Cl)c(Cl)c1,c1ccccc1,train,
219,4-fluorobenzaldehyde,C1=CC(=CC=C1C=O)F,UOQXIWFBQSVDPP-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(F)cc1,c1ccccc1,train,
