id,xyz_file,error
HPRQXUGJVLNHTE-UHFFFAOYSA-N__WWCUSUVBHZIZRX-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_HPRQXUGJVLNHTE-UHFFFAOYSA-N__WWCUSUVBHZIZRX-UHFFFAOYSA-N.xyz,
LIZIYRVVNJDYTN-UHFFFAOYSA-N__AGDNIICUNPJAJY-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_LIZIYRVVNJDYTN-UHFFFAOYSA-N__AGDNIICUNPJAJY-UHFFFAOYSA-N.xyz,
JASFYLCGBIKWNT-ZDUSSCGKSA-N__AERBPVKCWDAIIB-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_JASFYLCGBIKWNT-ZDUSSCGKSA-N__AERBPVKCWDAIIB-UHFFFAOYSA-N.xyz,
WWCUSUVBHZIZRX-UHFFFAOYSA-N__HPRQXUGJVLNHTE-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_WWCUSUVBHZIZRX-UHFFFAOYSA-N__HPRQXUGJVLNHTE-UHFFFAOYSA-N.xyz,
AERBPVKCWDAIIB-UHFFFAOYSA-N__JASFYLCGBIKWNT-ZDUSSCGKSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_AERBPVKCWDAIIB-UHFFFAOYSA-N__JASFYLCGBIKWNT-ZDUSSCGKSA-N.xyz,
NPHHCAGJTCKHMZ-UHFFFAOYSA-N__VQDJGMNNQPROCJ-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_NPHHCAGJTCKHMZ-UHFFFAOYSA-N__VQDJGMNNQPROCJ-UHFFFAOYSA-N.xyz,
VQDJGMNNQPROCJ-UHFFFAOYSA-N__NPHHCAGJTCKHMZ-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_VQDJGMNNQPROCJ-UHFFFAOYSA-N__NPHHCAGJTCKHMZ-UHFFFAOYSA-N.xyz,
UPMWSCBOBUSVHY-UHFFFAOYSA-N__RLHMVKRLGVMAIE-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_UPMWSCBOBUSVHY-UHFFFAOYSA-N__RLHMVKRLGVMAIE-UHFFFAOYSA-N.xyz,
RLHMVKRLGVMAIE-UHFFFAOYSA-N__UPMWSCBOBUSVHY-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_RLHMVKRLGVMAIE-UHFFFAOYSA-N__UPMWSCBOBUSVHY-UHFFFAOYSA-N.xyz,
FHHPVYWDUMVQJX-UHFFFAOYSA-N__OUKTUVAWFXVHNR-MWLCHTKSSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_FHHPVYWDUMVQJX-UHFFFAOYSA-N__OUKTUVAWFXVHNR-MWLCHTKSSA-N.xyz,
OUKTUVAWFXVHNR-MWLCHTKSSA-N__FHHPVYWDUMVQJX-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_OUKTUVAWFXVHNR-MWLCHTKSSA-N__FHHPVYWDUMVQJX-UHFFFAOYSA-N.xyz,
FKMOAZYMWFCEAF-UHFFFAOYSA-N__XAERJJRGAWIBKY-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_FKMOAZYMWFCEAF-UHFFFAOYSA-N__XAERJJRGAWIBKY-UHFFFAOYSA-N.xyz,
XAERJJRGAWIBKY-UHFFFAOYSA-N__FKMOAZYMWFCEAF-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_XAERJJRGAWIBKY-UHFFFAOYSA-N__FKMOAZYMWFCEAF-UHFFFAOYSA-N.xyz,
BPOOBTXCXAIQJQ-UHFFFAOYSA-N__BIOUKTNSVJINJZ-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_BPOOBTXCXAIQJQ-UHFFFAOYSA-N__BIOUKTNSVJINJZ-UHFFFAOYSA-N.xyz,
FKVWZXOENWEHFN-UHFFFAOYSA-N__YOUXSCBHQKNTOL-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_FKVWZXOENWEHFN-UHFFFAOYSA-N__YOUXSCBHQKNTOL-UHFFFAOYSA-N.xyz,
YOUXSCBHQKNTOL-UHFFFAOYSA-N__FKVWZXOENWEHFN-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_YOUXSCBHQKNTOL-UHFFFAOYSA-N__FKVWZXOENWEHFN-UHFFFAOYSA-N.xyz,
BIOUKTNSVJINJZ-UHFFFAOYSA-N__BPOOBTXCXAIQJQ-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_BIOUKTNSVJINJZ-UHFFFAOYSA-N__BPOOBTXCXAIQJQ-UHFFFAOYSA-N.xyz,
XCFBJBBVHDDEPN-UHFFFAOYSA-N__AKZGFKKWHLVRIB-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_XCFBJBBVHDDEPN-UHFFFAOYSA-N__AKZGFKKWHLVRIB-UHFFFAOYSA-N.xyz,
AKZGFKKWHLVRIB-UHFFFAOYSA-N__XCFBJBBVHDDEPN-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0000/xyz_prod/prod_AKZGFKKWHLVRIB-UHFFFAOYSA-N__XCFBJBBVHDDEPN-UHFFFAOYSA-N.xyz,
RYSJAQSTIILRKM-UHFFFAOYSA-N__BPDFZGCHPUQPJZ-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_RYSJAQSTIILRKM-UHFFFAOYSA-N__BPDFZGCHPUQPJZ-UHFFFAOYSA-N.xyz,
GASAFKIJKKCDDQ-UHFFFAOYSA-N__HZNOPWKQZZXRIF-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_GASAFKIJKKCDDQ-UHFFFAOYSA-N__HZNOPWKQZZXRIF-UHFFFAOYSA-N.xyz,
HZNOPWKQZZXRIF-UHFFFAOYSA-N__GASAFKIJKKCDDQ-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_HZNOPWKQZZXRIF-UHFFFAOYSA-N__GASAFKIJKKCDDQ-UHFFFAOYSA-N.xyz,
BPDFZGCHPUQPJZ-UHFFFAOYSA-N__RYSJAQSTIILRKM-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_BPDFZGCHPUQPJZ-UHFFFAOYSA-N__RYSJAQSTIILRKM-UHFFFAOYSA-N.xyz,
MAAXWPXWTJJZDU-UHFFFAOYSA-N__RCOMZYINDQPMJG-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_MAAXWPXWTJJZDU-UHFFFAOYSA-N__RCOMZYINDQPMJG-UHFFFAOYSA-N.xyz,
RCOMZYINDQPMJG-UHFFFAOYSA-N__MAAXWPXWTJJZDU-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_RCOMZYINDQPMJG-UHFFFAOYSA-N__MAAXWPXWTJJZDU-UHFFFAOYSA-N.xyz,
ZEMCJOVOQZLBBY-UHFFFAOYSA-N__OGUGOHRWQWHRDS-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_ZEMCJOVOQZLBBY-UHFFFAOYSA-N__OGUGOHRWQWHRDS-UHFFFAOYSA-N.xyz,
OGUGOHRWQWHRDS-UHFFFAOYSA-N__ZEMCJOVOQZLBBY-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_OGUGOHRWQWHRDS-UHFFFAOYSA-N__ZEMCJOVOQZLBBY-UHFFFAOYSA-N.xyz,
SBZFOKVBEUWGFV-UHFFFAOYSA-N__YUQNLLQOFBHLEM-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_SBZFOKVBEUWGFV-UHFFFAOYSA-N__YUQNLLQOFBHLEM-UHFFFAOYSA-N.xyz,
FGFAVRPKDPQNDQ-UHFFFAOYSA-N__DYKVVENJUKAVIP-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_FGFAVRPKDPQNDQ-UHFFFAOYSA-N__DYKVVENJUKAVIP-UHFFFAOYSA-N.xyz,
YUQNLLQOFBHLEM-UHFFFAOYSA-N__SBZFOKVBEUWGFV-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_YUQNLLQOFBHLEM-UHFFFAOYSA-N__SBZFOKVBEUWGFV-UHFFFAOYSA-N.xyz,
QOSVASMRQVWIBY-UHFFFAOYSA-N__HPQBFVOTEQNDNO-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_QOSVASMRQVWIBY-UHFFFAOYSA-N__HPQBFVOTEQNDNO-UHFFFAOYSA-N.xyz,
DYKVVENJUKAVIP-UHFFFAOYSA-N__FGFAVRPKDPQNDQ-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_DYKVVENJUKAVIP-UHFFFAOYSA-N__FGFAVRPKDPQNDQ-UHFFFAOYSA-N.xyz,
HPQBFVOTEQNDNO-UHFFFAOYSA-N__QOSVASMRQVWIBY-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_HPQBFVOTEQNDNO-UHFFFAOYSA-N__QOSVASMRQVWIBY-UHFFFAOYSA-N.xyz,
QWBBIUZKPSPCGI-UHFFFAOYSA-N__KAIBNDXVCRJMSC-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_QWBBIUZKPSPCGI-UHFFFAOYSA-N__KAIBNDXVCRJMSC-UHFFFAOYSA-N.xyz,
NTEGCABTMKSSKM-UHFFFAOYSA-N__PYJGGZVEXSQYRU-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_NTEGCABTMKSSKM-UHFFFAOYSA-N__PYJGGZVEXSQYRU-UHFFFAOYSA-N.xyz,
PYJGGZVEXSQYRU-UHFFFAOYSA-N__NTEGCABTMKSSKM-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_PYJGGZVEXSQYRU-UHFFFAOYSA-N__NTEGCABTMKSSKM-UHFFFAOYSA-N.xyz,
KAIBNDXVCRJMSC-UHFFFAOYSA-N__QWBBIUZKPSPCGI-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_KAIBNDXVCRJMSC-UHFFFAOYSA-N__QWBBIUZKPSPCGI-UHFFFAOYSA-N.xyz,
JGPGZNVODICOGN-UHFFFAOYSA-N__QELBQGQAKVQWTH-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_JGPGZNVODICOGN-UHFFFAOYSA-N__QELBQGQAKVQWTH-UHFFFAOYSA-N.xyz,
QELBQGQAKVQWTH-UHFFFAOYSA-N__JGPGZNVODICOGN-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_QELBQGQAKVQWTH-UHFFFAOYSA-N__JGPGZNVODICOGN-UHFFFAOYSA-N.xyz,
XFIVCYVDZPIDTJ-UHFFFAOYSA-N__PIRZCSNEBZBWFQ-BBHUYCHWSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_XFIVCYVDZPIDTJ-UHFFFAOYSA-N__PIRZCSNEBZBWFQ-BBHUYCHWSA-N.xyz,
PIRZCSNEBZBWFQ-BBHUYCHWSA-N__XFIVCYVDZPIDTJ-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_PIRZCSNEBZBWFQ-BBHUYCHWSA-N__XFIVCYVDZPIDTJ-UHFFFAOYSA-N.xyz,
OCCUMQMPMXUDAM-UHFFFAOYSA-N__SROOMKIJZQRSIE-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_OCCUMQMPMXUDAM-UHFFFAOYSA-N__SROOMKIJZQRSIE-UHFFFAOYSA-N.xyz,
SROOMKIJZQRSIE-UHFFFAOYSA-N__OCCUMQMPMXUDAM-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_SROOMKIJZQRSIE-UHFFFAOYSA-N__OCCUMQMPMXUDAM-UHFFFAOYSA-N.xyz,
QCZREWHANZICFM-UHFFFAOYSA-N__XSPDMODYDHOMJZ-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_QCZREWHANZICFM-UHFFFAOYSA-N__XSPDMODYDHOMJZ-UHFFFAOYSA-N.xyz,
XSPDMODYDHOMJZ-UHFFFAOYSA-N__QCZREWHANZICFM-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_XSPDMODYDHOMJZ-UHFFFAOYSA-N__QCZREWHANZICFM-UHFFFAOYSA-N.xyz,
NFSVGJLKFKEOBP-UHFFFAOYSA-N__OWHDEDLXYSQEPY-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_NFSVGJLKFKEOBP-UHFFFAOYSA-N__OWHDEDLXYSQEPY-UHFFFAOYSA-N.xyz,
JSCWARWMGROIRT-UHFFFAOYSA-N__FMJIKKXSIVRJGO-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_JSCWARWMGROIRT-UHFFFAOYSA-N__FMJIKKXSIVRJGO-UHFFFAOYSA-N.xyz,
OWHDEDLXYSQEPY-UHFFFAOYSA-N__NFSVGJLKFKEOBP-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_OWHDEDLXYSQEPY-UHFFFAOYSA-N__NFSVGJLKFKEOBP-UHFFFAOYSA-N.xyz,
FMJIKKXSIVRJGO-UHFFFAOYSA-N__JSCWARWMGROIRT-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_FMJIKKXSIVRJGO-UHFFFAOYSA-N__JSCWARWMGROIRT-UHFFFAOYSA-N.xyz,
WICNNCCWGAQOQN-UHFFFAOYSA-N__FIEMTYCYDBJHMQ-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_WICNNCCWGAQOQN-UHFFFAOYSA-N__FIEMTYCYDBJHMQ-UHFFFAOYSA-N.xyz,
FIEMTYCYDBJHMQ-UHFFFAOYSA-N__WICNNCCWGAQOQN-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_FIEMTYCYDBJHMQ-UHFFFAOYSA-N__WICNNCCWGAQOQN-UHFFFAOYSA-N.xyz,
YZFBSRWYFQIBFN-UHFFFAOYSA-N__YVUBNSSWSOVSEN-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_YZFBSRWYFQIBFN-UHFFFAOYSA-N__YVUBNSSWSOVSEN-UHFFFAOYSA-N.xyz,
YVUBNSSWSOVSEN-UHFFFAOYSA-N__YZFBSRWYFQIBFN-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_YVUBNSSWSOVSEN-UHFFFAOYSA-N__YZFBSRWYFQIBFN-UHFFFAOYSA-N.xyz,
DGHSKNQZTQQXPM-MXILELMHSA-N__IZGKBOYNQXDICV-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_DGHSKNQZTQQXPM-MXILELMHSA-N__IZGKBOYNQXDICV-UHFFFAOYSA-N.xyz,
IZGKBOYNQXDICV-UHFFFAOYSA-N__DGHSKNQZTQQXPM-MXILELMHSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_IZGKBOYNQXDICV-UHFFFAOYSA-N__DGHSKNQZTQQXPM-MXILELMHSA-N.xyz,
AFMBMEWOTDJSQP-UHFFFAOYSA-N__NVTPYRQVYROPPB-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_AFMBMEWOTDJSQP-UHFFFAOYSA-N__NVTPYRQVYROPPB-UHFFFAOYSA-N.xyz,
DBFDSPQZBUTQDD-XFKSJGNHSA-N__GGQWLSPOXZAJGX-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_DBFDSPQZBUTQDD-XFKSJGNHSA-N__GGQWLSPOXZAJGX-UHFFFAOYSA-N.xyz,
NVTPYRQVYROPPB-UHFFFAOYSA-N__AFMBMEWOTDJSQP-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_NVTPYRQVYROPPB-UHFFFAOYSA-N__AFMBMEWOTDJSQP-UHFFFAOYSA-N.xyz,
GGQWLSPOXZAJGX-UHFFFAOYSA-N__DBFDSPQZBUTQDD-XFKSJGNHSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_GGQWLSPOXZAJGX-UHFFFAOYSA-N__DBFDSPQZBUTQDD-XFKSJGNHSA-N.xyz,
ZKYPGAGIMYIODA-UHFFFAOYSA-N__HTMZFHSINQPJIZ-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_ZKYPGAGIMYIODA-UHFFFAOYSA-N__HTMZFHSINQPJIZ-UHFFFAOYSA-N.xyz,
HTMZFHSINQPJIZ-UHFFFAOYSA-N__ZKYPGAGIMYIODA-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_HTMZFHSINQPJIZ-UHFFFAOYSA-N__ZKYPGAGIMYIODA-UHFFFAOYSA-N.xyz,
AEOIZHSEXJLPEA-UHFFFAOYSA-N__DSTJTQAKRNPWFU-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_AEOIZHSEXJLPEA-UHFFFAOYSA-N__DSTJTQAKRNPWFU-UHFFFAOYSA-N.xyz,
DSTJTQAKRNPWFU-UHFFFAOYSA-N__AEOIZHSEXJLPEA-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_DSTJTQAKRNPWFU-UHFFFAOYSA-N__AEOIZHSEXJLPEA-UHFFFAOYSA-N.xyz,
KXJHUNOLSYUXHS-UHFFFAOYSA-N__KVRLRWINDMTKLG-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_KXJHUNOLSYUXHS-UHFFFAOYSA-N__KVRLRWINDMTKLG-UHFFFAOYSA-N.xyz,
KVRLRWINDMTKLG-UHFFFAOYSA-N__KXJHUNOLSYUXHS-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_KVRLRWINDMTKLG-UHFFFAOYSA-N__KXJHUNOLSYUXHS-UHFFFAOYSA-N.xyz,
LUUBSIRHLTWNGQ-UHFFFAOYSA-N__YEDKSQQTJCMNNN-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_LUUBSIRHLTWNGQ-UHFFFAOYSA-N__YEDKSQQTJCMNNN-UHFFFAOYSA-N.xyz,
YEDKSQQTJCMNNN-UHFFFAOYSA-N__LUUBSIRHLTWNGQ-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_YEDKSQQTJCMNNN-UHFFFAOYSA-N__LUUBSIRHLTWNGQ-UHFFFAOYSA-N.xyz,
KNDGAAOBWVEIKR-UHFFFAOYSA-N__LEEIJROYIIGPFU-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_KNDGAAOBWVEIKR-UHFFFAOYSA-N__LEEIJROYIIGPFU-UHFFFAOYSA-N.xyz,
LEEIJROYIIGPFU-UHFFFAOYSA-N__KNDGAAOBWVEIKR-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_LEEIJROYIIGPFU-UHFFFAOYSA-N__KNDGAAOBWVEIKR-UHFFFAOYSA-N.xyz,
NVMPGPIJTQUBRQ-UHFFFAOYSA-N__ZKUCPOQLSHJFLU-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_NVMPGPIJTQUBRQ-UHFFFAOYSA-N__ZKUCPOQLSHJFLU-UHFFFAOYSA-N.xyz,
ZKUCPOQLSHJFLU-UHFFFAOYSA-N__NVMPGPIJTQUBRQ-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_ZKUCPOQLSHJFLU-UHFFFAOYSA-N__NVMPGPIJTQUBRQ-UHFFFAOYSA-N.xyz,
HOKUTAXDALTPRF-UHFFFAOYSA-N__AMMSCUGPDYZXLM-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_HOKUTAXDALTPRF-UHFFFAOYSA-N__AMMSCUGPDYZXLM-UHFFFAOYSA-N.xyz,
KUQUAZANHVEZTP-UHFFFAOYSA-N__QYDDDTNVUQPMPE-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_KUQUAZANHVEZTP-UHFFFAOYSA-N__QYDDDTNVUQPMPE-UHFFFAOYSA-N.xyz,
AMMSCUGPDYZXLM-UHFFFAOYSA-N__HOKUTAXDALTPRF-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_AMMSCUGPDYZXLM-UHFFFAOYSA-N__HOKUTAXDALTPRF-UHFFFAOYSA-N.xyz,
GXUGRMAIFULRBK-UHFFFAOYSA-N__SLCRENXIFPCMHC-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_GXUGRMAIFULRBK-UHFFFAOYSA-N__SLCRENXIFPCMHC-UHFFFAOYSA-N.xyz,
SLCRENXIFPCMHC-UHFFFAOYSA-N__GXUGRMAIFULRBK-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_SLCRENXIFPCMHC-UHFFFAOYSA-N__GXUGRMAIFULRBK-UHFFFAOYSA-N.xyz,
QYDDDTNVUQPMPE-UHFFFAOYSA-N__KUQUAZANHVEZTP-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_QYDDDTNVUQPMPE-UHFFFAOYSA-N__KUQUAZANHVEZTP-UHFFFAOYSA-N.xyz,
HOEMIFLJMACYNB-UHFFFAOYSA-N__LKSDMUFQRPSOCZ-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_HOEMIFLJMACYNB-UHFFFAOYSA-N__LKSDMUFQRPSOCZ-UHFFFAOYSA-N.xyz,
LKSDMUFQRPSOCZ-UHFFFAOYSA-N__HOEMIFLJMACYNB-UHFFFAOYSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_LKSDMUFQRPSOCZ-UHFFFAOYSA-N__HOEMIFLJMACYNB-UHFFFAOYSA-N.xyz,
NHNWAJHYQLFVNL-UHFFFAOYSA-N__PBUKDCFXXHVVDP-YOWRRBNZSA-N,/scratch-shared/schen3/benzoin-dg/data/cross_benzoin/cross_pilot_v1/chunk_0001/xyz_prod/prod_NHNWAJHYQLFVNL-UHFFFAOYSA-N__PBUKDCFXXHVVDP-YOWRRBNZSA-N.xyz,
